label,text_processed,length
0,твіттерська знак якість 8річною витримка,5
1,давати довийобуєтбу жінка знайти,4
0,хвилина студія лєніна джазфестиваль,4
1,міхуйїл подумати хороший водій помилятися,5
0,підняти самооцінка дно чувак класний,5
1,ооо єбать лох,3
0,учора робота роздушив мячики пінґпонґа,5
1,дивний дієслово матьїхйоб достатньо зустріч бабуся закрити кімната дно,9
0,ризикнув прочитати кроківську база,4
1,перший блядотом гаррі поттері Давид роулінг,6
0,любити нн впізнати,3
1,зробити помордяць відкликає противник дуэль найкращий залишити пола бой,9
0,складніший здогадатися кількість порти скромний потреба,6
1,ахуєць дівчина достатньо великий,4
1,ахуєннєйше мати відмінний автомобіль забезпечувати проходити міст безкоштовно,8
1,мудак наступити нога накричавсказав окуляри носити сліпаа стояти місціа налетіти,10
0,їсти захотітися взагалі хотітися тепло,5
1,укртві малий село зна́ти мудак їбе 1711,7
1,відшкодувати пердачу навіки залишитися бездільником,5
1,канонічний руснявий хуєсос виглядати • нужно разобрацца кто напал • трєбуйте власті штоблять іди нахуй підор2655,16
0,заснулий захотіти чай піти чай сидіти рулетику ковдра пю тішитися,10
0,стежина зламаний надійя шукати квіт забутий мрія,7
0,дооообре попробувати подивитися бріджит джонс,5
0,піти тусіть їда додому готуватися модуль,6
0,чути певний,2
0,забути чайник плита сауна мангал димок,6
1,зайобуєш прийшлий новий партнер приходити батьки,6
0,Дашкевич екран шампанський бокалі готуватися семінар лну,7
1,дивний пташка вьієбала пташка середнє вміти літати пє,8
1,лівацький уйобок патріот привести крут втрата державність 100,8
0,поганий кандидатура складання компанія,4
0,жаль район новус виграти,4
0,староста твітеряни читати фейворіти,4
0,20 уколів попку прирівнювати злочин людяності,6
0,знати здатися шо хотіти весілля,5
1,народитися попездіти світ потребувати люди категорія,6
1,уходиш пиздуй побувати хуй хулі яйце морочити пацани казати жека лучше подрочиш,12
1,двоє ахуївають другий новий загальний договір ненагородження,7
0,вродє постійно розповідати кльово лєнєрє,5
0,день сюрприз якіх нудити клава мак незвичний буква плутатися,9
1,зробити виохуїлити закон почати виохуїлилити добро,6
0,прикрість шось робити,3
0,всетаки наречена день,3
0,привіт Остап ганновері гавновері,4
1,натискання бля дозволяти зробити корисний річ,6
1,жінка мати право нажертись напитисяале мусити думатищо мудак скористатися відвезти додому,11
1,виїбнути правда дівчата розум хлопців,5
0,година триндів згадувати акорд шутю душевно вийти,7
0,весна́ випадково вк спільнота чот както закрутитися,7
1,знайти гамніцю звернутися бабуся,4
0,бивша ревнувал згадати шото жизні розказати ваааау,7
1,серце надто сильно бється біт додати гітара хіт готовий жартувати мудак,11
0,додивитися домогосподароккласний серіал лаз передивитися,5
1,рожден підар 4,3
0,взяти парасолька тіки тещоб рюкзак пустувати незручно,7
1,похєрачила потрапити психушки,3
0,обговорити перш триндіти шо стопіцот слово,6
0,триматися останній почути голос розридатися бєлугою,6
1,матір задрачу́ти діти знати добро,5
0,старший ставати друз онлайн дванадцятий,5
0,випадок відповідь питання,3
1,піти нахуй,2
0,припливи відпливи потяг різати станція стягують шкіра,7
0,завантажила вайбері різдвяний стікери готувати санчата влітку,7
0,мокрий сніг дощ снігопад сонце пара погода пяна,8
1,їбанута 3 хвора сукаблядь,4
1,мама жирний ходити говорити поєботи поєботи,6
1,вихідний лох май вставати ранній,5
0,бісить дратувати насправді вміюрозуміти четверправда,5
0,пятниць тиждень прислівї часом,4
0,приїхати кавярню нема стати їда,5
0,закрити проект нажати зберігати окей,5
0,найбільше вбити комаха,3
0,селадаєш кукурудза кипятиш вода чайник заливати 15хв їсиш,8
1,зробити дівчата подбати відєбавлення залишити,5
1,подивитися кєнт підарас курган передавати привіт кєнту дмітрію,8
0,ооо вбитись зрову воскреснути тип великодень,6
1,походити жінка мати шесть ног походжений стіл,7
0,подумати шо записка нєт,4
0,забувати заряджати телефон комп кейсик телефон годинник,7
1,писучиш мати цікавий робота,4
1,вийобування стиль життя найкращий спосіб зробити життя жахливий диво,9
0,батьківський любов схожий,3
0,поцілувати їхати машина померти разом,5
0,справжній свобода рух піжамні штани,5
0,сесія замаханити,2
1,вйобував колиска дитина дорога залишитися гроші,6
1,важливіший гавнили дитина щастя,4
1,хотітися виходити лінь вєнки різати бажання лол їбанута кароч,9
1,виглядати гімнодавача гроші,3
1,гімнасса змогти допомогти вийти дім мама,6
1,забанила заїбав урод вивезти український мужик жмеринки вивезти словянську хуйовість український мужик,12
1,блядь думати шо фраза мати ліжко стрибати шо йобнутий народ піти,11
1,суть « ну шлюха »,5
0,дощ риба водє мокрий смисл довольний,6
0,ситуативно ввечері гг сідати іврит,5
1,настілько глупий даже виєбоби перевершують,5
1,вася гандоном користуватися робити утирок піти нахуй атвєтіл хуя скуштувати зємлєарєндаторьі фінал шука́ти робота хуєглоти,15
1,любити уравінь блізості люди доходити шо вибачити втомлений сприймати інформація правийа йти нахуй заїбавла абсолютно зіпсувати відносини,17
0,око,1
0,льоша канєшно любий сплєтніцу гєї натурали,6
1,загугліть оскара вайльда могила їбанута,5
1,ніфігошенька прийшлий лікар повідомити доктор хвора ніфігошенькоз,7
1,робити пиздонув пизди пиздонує порожнеча,5
1,хахаха бля думати рожевий чмо стрічка,6
1,тип йти нахуй мир,4
1,іти нахуй вибори,3
0,калорій спалювати цукор зала займатися,5
0,випадок передумати змінитися,3
1,їбучий Путін довший поображатися турок мразота вересень заборона туризм зняти 7,11
1,мудак блять щоб здохнути привіт маленький сонечко,7
1,сабо підарас кричати,3
1,єслі дєтствє бігати нарута вважати лох проєбав будуватися сезон,9
0,живе тисяча мешканець,3
1,робити попедосяч пляж сидіти підрізає жінка бікині,7
1,зробити засранони останній зна́ти правильний поведінка,6
0,виходити вірш Чернівці,3
0,ремонт наявний вордпреса писання нуль,5
0,хотіти дія прорватися,3
0,обіймати шви́дко знайтися можливість поповнити емоційний ресурс,7
1,афігенності заборонити поставити пара шлаків,5
1,йти гомосєк думати поробити заробити денег зробити аборт,8
1,обісцява йти таверни дорога застрягає вулиця кричати бармена,8
1,наєбушно підходити жінка зна́ти роби́ти,5
0,ксеня скандал давати можливість провести форскверизацію місцевість женщіни,8
1,паїбот глупий,2
0,отримати,1
0,жарт грам стати смішніші,4
1,підтримка сімї далбайоб їбанат дебіл йобнутий,6
1,діти ногизісрак навіки залишитися друз,5
0,слухач припиняти гроші підказка нескоро,5
1,пиздуй скотина неблагадарна вмтрачай найкращий рік життя00,7
1,зробити вгівні плавати подивитися втопитися,5
0,незабаром постійний сексуальний партнер стан сесія,6
0,ахххха лоооол вибір вплинути історик ранєток,6
0,нити правий бік Великдень провести,5
0,199 твітів 4000 терпіти,4
0,доходити кінець готовий зробити крок,5
1,наїбнецця наїхати велосипед забути закрити двері дім добратися ціль шви́дко,10
0,вистачати,1
0,кончена весна давати наступний сезон бувалий гарний кончена,8
1,байдужий блядіще виїхати дорога знати ділити дорога авто,8
1,міцніший дерьмовоопіздолений асфальт жінка Україна,5
1,лох ета судьба 145 ніч будити охоронець потрапити носити картка пфф зачєм,12
0,знайти сістер,2
1,взагалі іти нахуй,3
0,знати холостяка помітити,3
1,хороший милий хлопець друз самозакоханий егоїстичний мудак завернути,8
0,ааа подумати прийшлий,3
1,пятниця підарас,2
0,черга погано лікар бувати класний,5
1,роби́ти боблятьсумірки праця погуляти магазин просити люди гроші,8
0,Львів ходити шашлики їхати,4
1,виходити партнер поділитися наїбаловими нещасний люди,6
0,викласти наплічника камера светр,4
1,авиухуїли жаба ма́ти друз,4
1,робити курвал диво ласкаво прийняти дівчина посміхатися думати гарно поріг,10
0,чу́ти стрічка німецький філолог потребувати допомога,6
1,підарас малий,2
1,зна́ти канєшно шлюха,3
0,сперечатися людина щобо олівець кладовище звати,6
0,недавно альбомич хороший,3
0,триста перший нагорода отримати цитата вєлікіх людєй,7
1,робити неатсєрць літній курорт посипати люди пляжним пісок,8
0,ввечері наспівувати лелю залізти голова,5
1,пиздливих дівча пиздливі,3
0,насправді дивно шо тві дратувати реальність,6
0,чарівний ранок млинці сніданок неділя смажити,6
1,півтора місяць ригою катається машина Одеса хотітися підійти спитати забути підарас,11
1,боліти спина басейн лох лох,5
0,посони бачити горрри ніц змінитися прекрасний,6
1,епітит мудак підходити,3
1,син підарас піти політика,4
0,знати наслідок випадок,3
0,сильно боліти голова чомууууууу певно температура бальной,7
1,всосала пивку 5 хвилина називатися прискорення характер,7
0,око синіїсиній дати дівчина давалато незнала самаа,7
0,друз їхати Львів кий взяти пасажир,6
1,заробляти студент піти нахуй,4
0,написаний рука промишляю фанфіками темний сторона,6
1,сукаааааа пак блять адьйо арівідерчі бон вуаяж побачення іт вос найм фак оф йти нахуй,15
0,геніальний простий довший спати жи́ти,5
0,фізично складно здатний,3
0,кількість відфотошоплених фото перевалити тисяча піти випю кава,8
0,вставати кухня діти,3
1,майдан скандує суддя підарас,4
1,лох почувати,2
0,чудовий день пятниця 70417 терміново купити лотерейний квиток,8
1,діти діти настя лох сидіти робити домашку відітілі хороший оцінка,10
0,вівторок настрій галімий понеділок,4
0,кидати ïхатиму вибори,3
0,ооо нііііі клятий орги розєднали українськонідерландську команда,7
0,жіночка шикарних хутряних шуба метро маршрутка зрозуміти,7
1,правити нуйопти знайти друз ходити бар шука́ти нуйоптів,8
1,наєбала жінка,2
1,дівчина хлопців шлюха хлопець дівча мачо вот жи́ти,8
1,робити жінка відпіздить чоловік заплатити аліменти,6
0,двіжуєм квартира прийшлий поліція зашибісья,5
0,3 місце бісовий конференція третій треееетє,6
0,класно декоруєш прямо візуальний оргазм,5
1,любити казати злість око шо їбанута нє показатися ніфіга любити,10
0,нєа випросити гроші місяць проплатити,5
1,бляяяяяять знати заробити гроші,4
0,людський вухо мати форма правильно сідати навушники,7
1,фонетика писати вимовляти історія паче доводити правильно хайнлайн оригінал укрмова їбанута запитати Гітлер хітлером називати аш,16
1,лох,1
1,трапитися пиздорізкий несправна,3
1,чека́ти норвежці замовник підар Джон,5
1,реально суко іди нахуй,4
0,ціль ∞ відірватися щорічний матроській гулянка ньюйорку,7
0,обідній перерва колега ламати дитячий мозок,6
1,думати шо мода говорити брова пройти виявлятися шо нє якшо « модний » брова лох,15
1,найкращий спосіб забрати бабуся настрій дати пердолів,7
1,дєлать лох підписаний кращий друг чувака інсти кращий друг думати нахуй бро підписувати,13
0,ого щока почати горітипризнаватися,4
1,йопсіла хлопчик блакитний око найкращий спосіб підіграти расовий тема,9
1,робити афігжннна красти діти,4
1,хвороба гівнокодінг підорати зна́ти лікування,5
0,знайомий нога зламати носити,4
1,підар гей різня річ,4
1,міхуль любити робити ніч віддавати перевага сон,7
1,насрани лице,2
0,1 грудень поставити крапка хотіти робити згаряча,7
0,хотіти спитати порадити лупити,4
0,прокинутися відчуття́ день прожити дивний відчуття,6
1,бачити дівчина стрьомним мужик голова звісно проноситься шо чмо навздогін бля,11
1,афігєєєт бабуся забувати пілотку,4
1,день половина український твіттера здивування виявити помудацьки стібешся люди хріново розуміти мудак овва,13
1,вміти прасти прасціці мама любити,5
0,писало реально потрібний,3
0,питати українською італійський жестикуляція мати проканати ггг,7
0,завести жигулі поїхати підкорювати полісся добрий ранок,7
1,телефон губити заряд швидко шлюха труси,6
0,рука́ тримати Грузія запахнути,4
1,говорити мудавчик поїздка автобус місце мудавчиків,6
0,Інтерне́т Інтерне́т тетатет,3
1,пиздаєдінолічніця пройти тест правильний відповідь,5
0,хуйня всьо автоматично неправильно робити,5
0,шо привод говно залупа пенис хер раунд,7
1,правда казати ніггерландці чорний займатися ніггерландців,6
1,виябуєш мертвий прокидатися,3
0,хаха Хмельницький скоро нойзфестиваль гарний привід приїхати,7
0,хуясі заруба ердоганом єс піти ротшильди нагнуть дивитися уважно,9
0,надоїдливий люди приємний житися,4
1,нахрін померлий,2
1,зробити гівняшкове маленький аборигенчику випасти перший зустрічання прибрати почистив гівняшкове свідоцтво особа,12
0,май алергію слабкий кіт привикти,5
0,тік позов особисто приносити пля́шка фільтрованога,6
0,рука червоний найчервоніший червоний скучити брєдом,6
1,блябя мати друз алкаш,4
0,вилетіти перший тура спостерігати дощовий матч вікно,7
0,Харків треші ножові розуміти діяти ніч виходити,7
1,життя гидлива нормально сприймати кров павук цвіль рана купа люди стресує промивання рана тип хуйова принцеса хуйова,17
0,заплатити Інтерне́т таксі випити пиво купити цигарка нема авансу,9
0,впевнений братєц пошукати,3
0,хотіти скачати твітбот забанити слово батл стрічка,7
1,делати приготувати смачний страва хвилюватися подати говнєць,7
1,ділає педорізальник закінчитися пацієнт сидіти думати зробити педорізальню,8
1,натрахав хлопців кімната,3
0,впізнати люди пятничному поїзд франкфуртбрюсель знати плакати сміятися,8
0,ранок початися гадюківони рокнрол живий,5
0,граматичний нацист,2
1,іди сраку улюблений вірш пралку,5
0,четвер п ’ ятниця завтра п ’ ятниця,8
0,ерестед девелопмент лінгвістичний аспект,4
0,Євробачення клацати подруга прямий,4
0,третій субота поспіль проходити настрій головний біль,7
1,ахуївають говорити мусульманин потрібний Україна,5
0,бачити послати поїхати лікувати повітря,5
0,піднімати келих пиво життя добра борщ,6
1,нахулєри світ лінивий лялька,4
1,телефон визначати місцеположення кий риза чувак кий Рига кий слухати іди сраку зрадник,13
0,можливо наважуватися запитати статися,4
0,хотіти € купувати міняйлам падіння ринок,6
1,мудак слово мудрий,3
0,уявлення май спілкуватися,3
1,знайти найкращий ебана сват,4
1,напіздувати бабуся диван відмінний спосіб зробити нещасний,7
1,вітя лох втікати вантажівка вивозити переживати зайняти мами45,8
1,сука вибачити хотіти блять сказати йти нахуй заїбала всьо хотіти обідиться відітілі,12
0,піддатися мейнстріму любов бороданів,4
0,казати розуміти світ влаштований,4
0,ходити купувати черевик нема хаха,5
0,нормально люди достаю надто особистий питання,6
0,форум лягати спати четвертий ранок спадати думка,7
0,трешовий тиждень ібо семе́стр готовий,5
1,плоскомордого приятель друз боятися плоский посмішка,6
0,упарювалася,1
1,бляяяяцтво бідний мати гроші,4
1,недотрахалася партнер несмачна,3
1,бля пацани туалєті мімо пола нассав вот урод прям унітаз сссука,11
1,абасрали прийти хороший життя,4
0,пмво сходити,2
0,капець сподівання врожай плодових дерево,5
0,очікувати достатньо робота ліжечку грітися,5
0,звичайноніхто байдужий,2
1,зна́ти шо пічальне знати телефон якшо дзвонити гудок йти паніка розводити май підозра шо лох,15
1,нахуйзрівний принц потрібний принцеса мураха,5
1,мозгойобки ма́ти право голосувати голос здоровя,6
1,показувати вибір опитування нє лох,5
0,казка попелюшка правда,3
0,шо корисний побачити знати капельниці міняти хоть шось,8
1,найкращий зробити подрочітом перевести англі́йська мова зрозуміти,7
1,зробити мразє надто набагато доїсті підійти закрити око,8
0,нє знати парочку пісня вдати читати,6
1,найкращий говносайт закривати,3
1,іти нахуй день св Валентина,5
1,педерастив ма́ти право голосувати,4
0,раптово захотітися бородатий мужик пита́ти,5
1,знати правильно проститися дохєроколо подарити гроші,6
0,момент закінчуватися вечірній банячок чай найсумніший щовечірній момент,8
0,гранітностепове побужжя погугли,3
0,салат замінити варений ку́рячий філе,5
0,погано хотіти відпускати четверправда,4
1,зробити дйобка подобатися смак папівської каша подавиться,7
1,блядьпакет прийшлий робота поїсти кава почитати газета,7
0,мати знаходити тинятися споглядати качечок додати конституція,7
1,зробити попедосівський парламент пан педро вийти кімната зачинити двері,9
1,жопа жопа лиці іти нахуй ліцо красіве троєчку троє,9
1,розвага афігезні приходити останній запізнюються,5
1,улюблений рубрика клієнтикацап ефір приперлась пізда доїбалась життя росією хуйово закінчити Порошенко урод слава бог кримчани зїбалися голод фашизм бер скальпель йти шматувати,23
1,німожиду йти баба магазин мати партнер,6
1,насосала бабуся розвага — поїхати бар прийшлий додому алкохольною вагонкою,10
0,їда шукати спортзал світло закритий,5
1,пиздуна пиздуни пиздуна,3
0,ранок неділя храм іти,4
1,русня водкі нєт іди нахуй,5
1,дойобувалачу глупий дерево засміятися,4
1,зробити жидовку знайти робота повинний зайти бар пропонувати простування,9
0,ахуєнні дитина харчовий розлад перспектива соціальний успіх ящетаю,8
1,намагатися робити пиздуй,3
1,афігеть народитися побачитися даний життя,5
0,аааааа точно божевільна подобатися его,5
0,діалог соцмережі касарь,3
0,заздрити люди одружуватися жінка коха́ти,5
1,відмовляти кишеня порожньо вкусно крити хуями шо підар пальто бєз бабок,11
0,как остаться киеве книжка ірени Карпо,6
0,вчора хедлайнером Мустафа найєм зураб аласанія,6
0,уважати істочнік чьо вести оо,5
1,настілько лошить паразит відчувати некомфортно,5
1,болючий тема поступити бюджет сьомий десять бюджетний 30 серпень сказати йти нахуй 15 контрактників,14
1,афігєєнніша жінка просити прощення бабуся забути день народження бабуся,9
0,відкриття́ піт кровю,3
0,гг зворотня ситуація подобатися,4
0,штука вічний певний 70 страдати,5
0,молодший рік,2
0,качка бігати вода Ісус качур логіка молодший дорослий брат,9
1,мозок див класний аморальний ублюдок мудак мозок датишо любити,9
0,взагалі здатися тема ща 10 серія розкритий,7
1,блядь настілько лох шо написати півсторінки курсової полетіти вінда,9
1,харить говорити думати звісно унікальний підарас світ бачити,8
1,рот їбала одруки йти нахуй,5
1,офігенно грати гра гроші немовля,5
1,робити біо написати мудак,4
0,лягати організм хотіти прокинутися дурний,5
0,автобус їхати дівчина зелений волосся світ аніме,7
0,ходити премєру мультику пінгвіни Мадагаскар мімімікрометр поламати,7
0,спати бабуля нема розум коваль вкує,6
1,бачити лох жизні давати можливість гаситися сторонє,7
0,купити магніти сумка закривати,4
1,нє мудак тисячницями вліжку рідкоз,5
1,проблема жирний страшний шрам відповідь тупий невихований мудак,8
0,скучно видалити,2
0,незручний момент думаєшщо друг фоткає виявлятися фоткає стіл,8
1,зробити вйобол дати пильницю використати дезорганізації український жінка,8
1,робити дублян вигнати робота приходити дім говорити жінка дружина останній дублянство,11
1,фейк підар,2
0,шкода дівчина брррр холодно,4
1,хлопчина блядувал бачити хотітися,4
0,факт планета виживати,3
1,зробити жінка захерачила авто поїхати зустріч машинарією,7
1,зробити довбограй забути палкий почекати знайти замріє,7
1,пиздливій дівчина найкращий виглядати посмішка око закривати недолік,8
1,робити зрадоїбний проститутка зрадоїбно приймати гроші,6
1,нітакаясрусна жінка віддати друг половина забути принести подарунок день зустріч,10
1,ціль крутити напівголий сракою намагатися захомутато директор іди нахуй працювати,10
1,ахєрєнно говорити мати достаток розум,5
1,гімновидніша перебувати дружина хлопець низький рабочою працевлаштування,7
0,серія шелдон згадувати пісня написаний,5
0,Андрій поддержав піти збиратися іти ушла,6
1,всьопіздєць захотіти побачитися,3
1,працювати трудовий шлюха,3
1,хлопець смішно пручатися крик прибрати їбанута хлопець,7
0,найгірший варіант спати,3
1,відбуватися гімноїдства дружити хвилюватися гордість,5
1,лох забути вдома навушники подивитися,5
0,їда церква панахиду голодомор геноцид,5
1,важко прибрати гівно собака сука собака уйобок вивести погуляти проблема832633414192820224 …,11
0,прийти роботку женьочєк вгостив кавкою піти додому0,7
0,нє посони 10 сєк якийто трек послухати думати,8
0,Рига маленький шо іти пішки прийшлий година,7
1,ахрєнєть машина потрібний паливна картка почати плакати ахрєнєть,8
0,нууу привезти село випити,4
1,блять пють новий сомерс лох,5
1,зробити подруга пиздячить розмова дати знати пара,7
0,окремий книжка придбати збірний книга малковича,6
1,вийобнутих люди надія змінити минуле,5
0,жовтий цвєт автореферат разлукє курча матера,6
1,ахігезно повірити жінка зна́ти працювати компютером,6
0,блін очікувати,2
1,бог пиздуй сестра,3
1,монтувати 3ї ніч відео забути ввімкнути автосейв ноут вночі вирубається оновлення лохпідар,12
1,зрозуміти дома вийти маршрутка одразу підар недойобаний єбаний окраїна центр повернутися,11
0,зізнання кохання — привезти шпроти Латвія,6
1,госпаде підарас,2
1,написати чекліст перевірити мудак часом янебоюсьсказати 29,7
1,блять жінка пиздуй лікар жартувати,5
1,приймати рішення йти ворк вечір горжусь просипаюсь зранку збиратися лох щоб поріг вихід подумати нахуй лягти ліжко всігда жалко потрачене пустий врємя шо поспати,24
0,нє натякати чого́ лозиняки кидати палки,6
0,відеодоказ засмутилася цілувати,3
0,такс вставити ноут флешку фотіка готуватися фотоспаму,7
1,бляя пожизніний лох визунчиком життя розбити камера телефон 2 місяць,10
0,рівно переїхати новий квартира шукати новий робота,7
0,повезти довестися ніч 27 вдома,5
1,охуєніше жінка закінчити представлення клуб вийти,6
0,громадянський суспільство — сукупність недержавний організація громадянин,7
1,писати думка варіація слово гівнюк дувбойоб сучок підор хуєсос гавно залупа пенис хер давалка хуй блядіна Головко шлюха жопа члєн єблан пєтух муділа рукоблуд сасіна очко блядун вагина сука єбланіще влагаліще,31
1,взятися дружньо рука йти нахуй,5
0,зжерла 2 шоколад печенька калорій 400,6
0,єдиний вміти лапа казати коштувати безкоштовний медицина,7
0,хочиця танцювати міжнародний день балет річ,6
1,говняш зробити підняти настрій знати працювати,6
0,павербенкамизарядок інвалід капельниці жити,4
0,інстаграм Японія прокидатися зранку нашестя сакури,6
1,шлюха общітєльна,2
0,дивний організм дощ хотітися спати спека,6
1,заїбалощо схожий зовнішність шльондра лазити місто курити лижеться різний пацанамиа казати шо,12
1,напиздники жінка найкращий спосіб показати мати право глупий,8
1,забути пароль робочий мейлу писати секретар щоб відновити лох,9
1,каждий охотнік желаєт знать кто етат підарас,7
1,найкращий спосіб познайомитися дівчина подати лохлохлохлох привіт батько,8
0,вибачати спам штука очень інтерес,5
0,впринципі вчинити ситуація поважати рішення,5
1,підарас зрадник шоці ого ого ого,6
0,ше почуття ситості приємно страждання худнути,6
1,боліти дужчий підар лишити,4
1,дивно казати правда казати мудак козел взагалі заїбав обіймати,9
0,турботливо коппола підібрати саундтрек,4
0,40 хвилина дочитати 30 сторінка май дочитати клятий книга,9
0,парся Львів більше00,3
0,синхронізують набутий знання предмет,4
1,зміст гарний картинка мудак повний,5
1,позиціонуєш гетеросексуальний самець ангел точніший мудак завищеною самооцінка,8
0,зрівнятися душа,2
1,ділає гівняний партійний депутат збирати гроші,6
1,настілько остопизділо даже цукровий вата швидкий,6
1,трапитися випиздив друг почати плакати,5
0,почитати зранку спати протипоказанохоча,4
1,потроху приходити усвідомлення минути день аналіз помилка головний похибка їбанута,10
0,сідати місяць падати долів пірїна білий,6
1,гавняшка зробити прокинутися почати дихати хайбалом,6
0,цікавоце підозрювані тішитися трішки підгодовувати параною,6
0,хотітися працювати працювати,3
0,шалунішка хош жеби коть зуб перещітав 3,7
0,похода два фізруками 4курсниками жити квартира,6
1,лохи ма́ти друз лохові,4
0,сидіти придумуємо тема магістрської мама,5
1,подібний дівча світ мати затрахатися,5
0,вечір італійський кухня купа дівка свічка паста,7
1,шанс перейти ворк равні нуль зато благадаря вакансія показуватися візьдє знати шо величати мідл графік дізігнєр ворку ходжа бейджиком джуна лох хотя якшо взяти всьо мідл,26
0,знати чеченці казати сірник українець сірник ©,7
0,побут вбити кохання найстрашніший стосунок,5
1,найгірший охуєв мати гроші придбати мозок,6
0,великий комплекс підібрати сусідів неможливо факт,6
1,нітакойсрусний відчути мати відвідати магазин вакуумвони пакунок,7
0,йти спати перш пара завтра нє,6
1,відпохерил швидко друг змогти застерегти,5
0,хотіти підключити подія фб гугл календар виходити,7
1,добрий йти нахуй ранок 3,5
1,калян підар робити,3
0,гарний розумний хлопчик льоши,4
0,помирати вистачати рівня горілка кров,5
1,захєрячив життя захєрячил друз,4
1,мтвговно зробити закінчитися пальний дрібниця поїхати ближній магазин пошукати пальний мтвговна,11
1,піти робота лох,3
0,циганка бабкою гризти видовище,4
0,дідо льоха шукати вишній попадати полуниці,6
0,зрозуміло бота створити зручно,4
0,82 найогидніша український захист традиційний бенкет,6
0,20 хв лежа думати йти гріти супчик тримати лапки,9
1,найгірший найобуючу жінка найобуючий мужчина,5
0,кинути адрес вийти написати,4
1,мразенький птах робити небо спробувати пролетіти крило,7
0,диви́тися щодня фільм пара штукв явний передоз,7
0,сидіти вголос називати умнічькою визивайте скору,6
0,сидіти родина стіл обговорювати піти війна якшо,7
0,робити вигляд помітити виправдовувати байдужість,5
0,робочий скайпсешн ліжко піжамці нота бед,6
1,аяїба мати кошти їжа проживати стари́й гніздо,7
0,дівчата вибачте попередній твіт знайти образливий,6
1,йоклмн вирішити подарувати дружина монета день народження доброта йоклмна,9
0,бровки поснути приєднатися козятинзараз бобраніч,5
1,змогти зробити правильно поїбай нахуй,5
1,лис підар,2
1,хулі втикаєш пиздуй жити,4
1,лох ето прийти додому обнаружити шо нема віфі включити телефон хотспот щоб удобніше ноута погуглити чьом дєло забути шо включений хотспот включити музика виключити синхронізацію драйвами тп проїбати зранку нараховані місячний 5гб 25хв плакати,34
