text_preprocessed,label,len
що ма зробит насир кол йог прос принест пив принест їм ще два пакетик бо один не достатн,1,18
ахуітєльн виглядаєт крапл пот у сараз,1,6
пилит шур пилит зараз мен дуж актуальн,0,7
дуж дивн ал зат знижк 100 грн на пляшц,0,9
дуж неприємн так ситуац період мав так трьох чут не здур,0,11
проб №2 хто зі львов буд їх в тернопіл на вихідн,0,11
думаєт що я пафосн мудак бо люд кажут,1,8
так вчор танцювал під еполетс що двіч вдарил хлопц збок в лиц,0,12
що так що робит досраєш в авт їздит на парті з пар,1,12
точн так і пояснюват сві дебільн вибір,0,7
ну щосб занадт далек готн перш мен,0,7
масов повинен читач а не мистецтв,0,6
що блятьнахуйбл не мож зробит ніч вмі,1,7
у мен так ненапряжн практик що дивн що я не пил прям на уроц,0,14
нє льсті соб хуєсос забув прикрит взад зараз виправл піш наху,1,11
всратіст люд не мают прав голосув,1,6
в так момент мен справд шкод а вчит в групід одн дівчат це найгірш,0,14
мал нов собак і стар бачил і стражд через біл і ревнощ,0,12
блях ну хіб лох я мож розвяз важк задач а так сам тільк в декільк раз легш не мож капец я тупіц,1,22
можн і получч шо найт ал ж серц не прикажеш всі діл,0,12
я гуля по проспект бо йде сніг сніг ід бо я гуля по проспект,0,14
дал зарплат новеньк хрустк сотн тепер аж не хочет витрач,0,10
ше мам бля 300грн відд лох,1,6
якщ вже завтр ми не будем спілкув я зрозум,0,9
якб можн вистрілит прям в думк спогад,0,7
з хорош думк канадійськ уряд і українц в ньом йду спат добраніч,0,12
яснапанятнац я в берлін лох,1,5
якщ я знов засн на килим то буд смішн,0,9
мож це різноманітност перест поводит мудак і ображ люд ні так буд нецікав,1,13
що говор гівнянн при привітанн гагагавнянн,1,6
у фб знайшл свог викладач з італійськ дувольн так мил поспілкув,0,11
останн повн ден у сша невелик прогулянк і збиранн о що плануєт сьогодн,0,13
що зробит кол приходит до бар і побачит дівчин з дуж велик мордах піш дод бо тво мордах не мож з мордах конкурув,1,23
не заморочув з привод серйозн стосунк якщ уваг з твоє сторон це,0,12
що говорит жирабасін до маленьк дівчинк приход до мен я тоб покаж правильн жирабасін готув,1,15
кот мен на животик хоч запх пальц в шерстк 3,0,10
що тут зробиш тут треб прост перепланув і відмовит частин,0,10
бо шлюх як,1,3
що зробит кол тво дружин обсир тво старанн ді найкращ зробит що пропон залишит обсираюч,1,15
ніяк не запліднит яйцеклітин нов препарат заїб скотин,1,8
ну полегш щ так оцінк лох друж,1,7
і кол вже кінец робоч дня сидюж пічєньк,0,8
якщ не можеш користув компютер то ангел вкурвлюют на теб пальц,1,11
відчутт кол в мен ві довш за ті як нарощуют зараз жінк,0,12
якщ на теб нем грош то повинен відштовхув,1,8
аг раз з воркшоп і навчальн матеріал,0,7
ніфіг з тоб робит,1,4
нахуяч житт мен не потрібн я прост хоч пит,1,9
охєрєл так що не знал ніч крім тог що пит безалкогольн пив не можн,1,14
ал у мен у львов провідал родин щоб не ображ що рідк до них їздж,0,15
сперш починаєш розмов з членівмутант гітлер консервуванн людськ мяс а пот так наївн в смисл їбанут,1,16
це то злощасн сюжет з бронетанков не зважайт я тут дуж вкурвлен спек а інженер прост мудак629734264913960960 …,1,18
що посрібніш ніж посрібниц глуп посрібниц,1,6
теж так їбанут хах,1,4
хочет дівчач у довг сукн красив мейк,0,7
сьогодн раз думал над чим так і відповід,0,8
що вигляд найгірш з ус що мож з однохуйствєннн закон однораз використанн,1,12
неважн одн підар,1,3
ром тво ром а карменсіт виявил шльондр,1,7
вийобств це кол жінк намагают брат участ у політиц ал вон не можут добит ніч оскільк вон жінк,1,18
що робит мужикимудак післ тог вон забул забр з магазин хліб вон йдут до магазин знов і гуляют по але з мудак,1,22
а то шо взагал не зна що на нр робит,0,10
певн не то шо вон хотіл ал правд,0,8
ахуєєн що принц прийш до барвінк з грош коханн,1,9
найобован люд не мают прав голосув бо вон не достатн розумн,1,11
ожиріл людин поїхал до велик магазин і просил продавц зробит ї одяг так щоб не бачил,1,16
может поставит лохотрон на цін правд,1,6
прост якщ змив оліє то можн і без ватн диск,0,10
2229 хоч бургер з коров кольоров 2300 хоч суш,0,9
пиздил своїх батьк,1,3
і мен дос дивн тог що ог скільк волос,0,9
обйобуюч жінк найгірш вибір партнер вон займают дрібниц,1,8
нарешт ма можливіст замовит рюкзак хотівз,0,6
ладн жінк теж можут відповіст ок норм,0,7
що робл жид кол вон поход на курорт вон закривают пляж захист сонц,1,13
що найкращ водіївпідар що вон знают куд потрапл,1,8
до реч діалог не відбув бо я не наважил як незручн,0,11
сьогодн ки банк з молок в як борсают машинимушк,0,9
що буд якщ засранц зробл вибор ніхт не зна ніхт не проголос,1,12
дум вон зрозуміют головн роб що хочеш,0,7
не зна повідомленн з технічн причин,0,6
кол я в жур яких конкурс то реальн пар щоб вибир кращ,0,12
йобурт не звільняют так йог не берут на робот,1,9
що робит гімнюки післ тог вон закінчил алкогол вон їд картопл,1,11
зрадобн людин знайд час щоб придурит і посміхнут над інш,1,10
нє ну я точн лох по житт,1,7
баб відом своїм відмінн кулінарн навичк,0,6
у латві хочут заборонит дивит фільм онлайн ідіт наху каж я,1,11
що зробит якщ у теб гєнсхєр поч працюв занадт добр посадит йог назад,1,13
засріт у бабус щоб не мігл вийт з дом,1,9
змерзл натягнул тепл гольф літ чо,0,6
я охуєнн людин трох їбанут ал ніхт не жалієт,1,9
я що на фот на документ буд лох,1,8
що робит овєрдох в бібліотец чит книжк з попередн сторінк,1,10
знайшл серіал бонг времен тепер хоч знайт бонг,0,8
напіздяр сво бабус бо не могл зрозуміт сучасн технолог,1,9
всьо он абідєл что нє мудак пошел ісправл,1,8
нє хот і збоченецьал ну не настільк ж сорян,0,9
а завтр буд ще гірш і ніхт нас не врят,0,10
гнид банит у твітор українц а русн котр йог ретвітит і лиж – не банит трагічн співпадінн на додаток до тог що манкурт лещенк 247 поширю риторик країн агресор абсолютн ус без виключенн борц з порошенк мают заїд русняв гівн на рот,1,42
мен тільк що в аск напис що я шлюх спасиб орнул,1,11
що кажут лютийпиздец кол побач двох люд з відмінн рас тод дум так дво більш груп,1,16
пиздитимуєш слон,1,2
в даш впал ялинк чом я не здивован,0,8
що жирдосн зробит кол не мож приготув їж прост платит,1,10
сам же банк винайняв щоб красів вийт з україн,0,9
прибрал срач сидж в чистот лох,1,6
дівчин здатн відчут зрозуміт своїх близьк,0,6
трох погуля в парк ат вже пар днів вдом а білк,0,11
ваш улюблен рубрик клієнтикацап знов в ефір приперл пізд доїбал до мен що всі ми житт під росіє що ми хуйов закінчим що порошенк урод що слав бог що кримчан зїб що у нас там голод і фашизм я бер скальпел і йду шматув,1,44
що йде йбвмть по ліс засранц,1,6
піш наху в бан реальн відморожен наглух адепт сект зрад банит буд буд як підор за щутк путєн напад гандон,1,20
лох зємл пух риб брюх,1,5
мал діт то гірш ніж сомалійськ піратис,0,7
я у опер на о як хештег так же захоплен фанатичк,0,11
тут не видн на чб ал сукн у нас зелен,0,10
прост отпизджен,1,2
ал не що взят участ обговорюв не хочет,0,8
піш наху комар йобан,1,4
прикол в том що в пятниц я лягал спат о 545 а сьогодн прокинул в це час,0,17
лазит по кпішн балкон тепер мо нов хоб,0,8
бо мудак з бабл на нов ауд а дійсноч ні,1,10
мартв барн не не шлюх,1,5
твіт тих хто потребув ціє фраз буд добр,0,8
найкращ доставк рук в рук італіяукраїнськ заробітчяниукраїн чек,0,8
перестан мен дратув гівн кончен,1,5
а я фотк в дизайнерськ пальт постил а кишк свиняч промивал не постил,0,13
мен попуск якщ гарн посексит в місячн я хз з чим це повязан,0,13
у мен « бузок » і « технічн перерв » ал перемож здаєт « випуск97 »,0,16
я теж їбанут 3 і хвор ще сукабляд,1,8
шо імєєш у від стил написанн набір емоційд,0,8
що не каж а вечір пятниц найкращ вечір тижн,0,9
наш політик так некомпетентн що ебанут не зможут,1,8
старанн готув до пар щоб пот просп,0,7
зрадойоб і предател захищайт,1,4
ахрінітєльн що не зміг зайн жодн робот як пробув,1,9
що каж педор кол йог приведут до будинк щаст привест мен дод,1,12
що каж попізд програміст дум віртуальн ал ді реальн,1,9
що йопрашк каж до йоправц кол йом порушуют йог прав йоприт,1,11
бляяяяяяяя йдеш до військов частин там вітают на привітн посланн,1,10
аяблятьшопишол по улиц зустріл з поліцейськ так хто ж буд перш аяблятьшопишов,1,12
в суспільств ще існуют стереотип як обмежуют можливост жінок розвив,0,10
бабус можн вірит в будьяк ситуаці нас врят,0,8
шкод що це твіт до ранк погубит в стрічк новин і це ніхт не прочит,0,15
післ звільненн насір буд зоб ’ язан носит електронн одєял,0,10
дівчат відчул смак нов страв,0,5
аг в ще фотк без єдин фільтр,0,7
що я встиг робит поміч пролет час,0,7
що вийобуванн за стил житт найкращ спосіб зробит з житт жахлив див,1,12
я змінювал телефон і забув ті пар номер скинут,0,9
з – заздріст на сам дєл нєт гарн вечір у теб,0,11
мудак і мудак йог не перейменову с зват президент україн,1,10
степанец мудак прастіт я люб,1,5
співробітник пит я не печ пляцк на свят хех,0,9
а я дум що так ну тод вистачит одн удар дяк,0,11
в заклад кондиціонер гра вакарчук 2001 рок вдал на обід зайшл,0,11
настільк глуп що голосраченк не зможут теб спаст,1,8
1711 піш наху 3,1,4
пиздячиш дитин,1,2
а найцікавіш що сен клят алерг на кот ссс,0,9
що дрочил тог що дрочил батьк виростал досит дурн дитин,1,10
а можн щоб мі сьогоднішн макіяж я змил міцелярк а не сльоз,0,12
цікав а шо ше хтів прочит на так питанн,0,9
якш матан то не хват мозг а якш жизн то з мозг перебор,0,13
вон підозріл активніст у мен помітил лох – це дол,1,10
попіздуєш на робот щодн так попіздуєш житт,1,7
ніз тут же уніформ я вже одн з закладен нос сиж,0,11
як підем туд поймеш чом там добр,0,7
не шарьт фот а то фотожурналіст розіпнут фотограф за постановочн фот,0,11
що зробит жирдяйк кол забул сво гаманц дод підкласт йом платеж,1,11
вон прост не повертают зазвича я подумк прост дар,0,9
кажд охотнік желаєт знат кто етат підарас,1,7
мудак,1,1
а ну в кожн ж різн смак ¯ツ¯,0,8
хто вкрав мі сон віддайт назад ну неспим,0,8
банальщин патетик псевдодеменц мо три найбільш ворог в житт,0,9
мож знайд що кращ на шапк то змін,0,8
переклад текст сусідськ дівчині6 клас і панім що я не туп,0,11
це дівчин як відом не тільк в наш міст а за йог меж,0,13
абсолютн не бач ніч поган дум суспільств давн вийшл з час вкантакт гдє дєвушк нє далж пазоріц и пис перв патамучт есл девушк не горд то ан шлюх маразм том не соромт пис перш,1,34
наймудацькіш прост посадит мусульман на корабел і відправит на дно мор,1,11
я всім постіл постелил тепер чек кол мен лєнін видаст гостьов і прийм до себ,0,15
2332 5 нє я прост рагул не мож напит так що не шур тут і пизду спаткиз,1,17
общ контур пуштун ет кол теб в жоп їбут безкоштовн а не звик працюв будет підор кол там англійськ по вбит буд уйобок,1,23
що найгірш з нипідсир нипідсирл,1,5
що найкращ зробит з гівнінн засунут у сво гарнінн,1,9
що буд якщ заїб в арм діст там до посад сержант,1,11
тре вчит польськ мов а то що я лох,1,9
а перш раз немислим помилит неможлив помилит кол несил виправит,0,10
ненавидж спат вденьт вирубиласьпрокинул і так лін що робит,0,9
йобнврт йог так підібр ал йом не потрібн йти на вибор,1,11
накуп соб томм хелфігеровськ носк і рад дурн,0,8
ахуєц у дівчин тільк одн ал достатн велик,1,8
якщ збстом не потрібн вчит нікол,1,6
кращ вже їздит на такс ніж ходит пішк,0,8
ідіт наху сук виспан,1,4
шо за нах в топ верта українецьфолловитьукраїнц атлічн же ж,0,10
спроб самостійн поклеїт захисн плівк обернул крах,0,7
мам відвід регулярн йог і пілатес,0,6
хочет вирядит шлюх піт влит морквян сок,1,7
що зробит якщ посцяв прийшл на процедур манікюр ніч прост залишт там,1,12
нач я і мудак,1,4
дик пи мудак м у д а к правильн прекрасн а сумнівал я захоплювал житир одн ніхт окр не,1,19
що зробит якщ дівчин ма педосияк викинут,1,7
а тод дитин пізнав світ до рок не треб,0,9
початк 21го ювал харар ал що змінил криз посилил завдяк соцмед,0,11
спеціальн пис суржик і тим сам калічит квітуч українськ мов,0,10
росіян так дроч на китайськ парад перемог я рад не да а абам парад у сіб ні правьол кек ну бо обам не дибіл,1,24
баб мож створит домашн затишок будьд,0,6
примір 15 квитк по 20 грн побідітіл в прям іфір рандом обираєт,0,12
вечір класик паралельн чит що джин келл ще то мудак на знімальн майданчик,1,13
що принос перехуїсосил на подарунок своїм друз ніч вон принос ніч,1,11
планув лягт спат о 3 нік потихеньк входж в тві стиль0,0,11
блін теж так роб а гріт рук це,0,8
одинхєр це дуж прост треб прост не мат жодн серц,1,10
о сам бабц каж що одн з трьом мужик дід кіт і бім,0,13
що діл заєбц жінк в магазин забир що не закріплен,1,10
за ув ден мен жодн раз не вдал глибок вдихнут я скор вмру добраніч,0,14
дивл починают лайк і таск стрічк нітакіґ свинособак під шумок протест давайт так останн раз попередж – дал мовчк хуярит в бан переживет і не читаюч не так я велик цаб ідіт наху раз з своє русне підор хорош русн тхне падалл,1,42
якщ всиріш так сильн то можеш залишит позад своїх конкурент,1,10
що діл нахріна на диван жде свог власник,1,8
мі таксист мудак в нас лед машин не врізал ще трох прям в нас летіл піздєц,1,16
ахуєн цю погод аб не дивит на люд у магазин,1,10
французьк це тут в мен вим норм не то шо в англ,0,12
не в том сенс підар тут норм чувак так нахил не ма,1,12
жінк в нас це істот як можут дарув люб над,0,10
с нєпрадуманним діалогам гдє актьор нємножечк пєрєіграл са вздохам крікам стонам,0,11
пунктуальніст аб аб хто мудак чиш,1,6
що говорит відфігач кол йог прос зробит що ніч я відфігач,1,11
я в цьом житт колекціон ча листівк з різн країн і компромат на люд,0,14
єб всілєнн лох,1,3
нє ну так щоб у колег ден народженн збіг з моїм так ще не траплял,0,15
цікав викупит мудак це людин настр,1,6
ідіотк ід звід терпіт теб кра,1,6
уууух всі за лів дяк під на конкурс,0,8
там символ наш стосунк фот обійм брендон і холз с,0,10
так враженн що мудак а ні це не прост враженн,1,10
знайт в час відкрит аптек в центр дуж анріал,0,9
минул повертаєт за що я йог і ненавидж,0,8
добр вихован юн лед їм фалафел у книжков вилк,0,9
блят всі пют нов сомерс а я лох,1,8
а ще я оц дуд хотіл ал 39 завелик а 38 не,0,12
промен зла відправляют на адрес львівводоканал,0,6
мож диверс ал так враженн шо спецслужб вимерл,0,8
ок фінал дяк за це рік за взагал мен терпиш і рятуєш повір я це цін хоч інод мудак поводж дяк за прекрасн проведен час так чуд момент раз з тоб зна що я теб любл,1,36
я теб впізн я виглядат лох,1,6
доросл контент я переглянув у 13 рок,0,7
сказал мам шо в шуб вигляд лох образил ал пішл зі мно в кін в пуховик впливайт на батьк правильн,1,20
викладач блть залиш відчутт що всі студент глупц,1,8
з тих пір прийнял указ перевест тб на українськ і правильн,0,11
а нє здал не буд ніяк двох тижн,0,8
найкращ спосіб провест свят це поїх в похід і затраханіст з кожн ког зустрічаєш,1,14
що сказ алкаш кол йом пропонув чашк кав ніхрінасобіж,1,9
я занадт лінива00 спір не допомож,0,6
теж на літ роботк буд шук щоб квартир кол буд вчит знім,0,12
що значит бляхамухаякасьхрєнн це то стан кол настільк пян що бляхамух не прийм теб,1,14
якщ гівнозм правлінн то всі хап гаряч гівнозмін,1,8
по стандарт бібіс підар,1,4
пролітаюч над гнізд тітушк тарзан громилович шевченк повітрян підарас і недайбож слов це якщ дуж коротк і дуж культурн зміст щоденник україножер,1,22
замітил скільк останн час я пиш малюванн,0,7
сказ всім що йду пит кака а зараз сидж і пю пив,0,12
помітил зменшил кількіст фільм і серіал котр о бож хоч так же класн гг і збільшил о кул гг же лох я,1,22
не бійт загляд у словник це нагл дішовкапідарас говоритьват,1,9
йти зараз в міст прогул не йти о в чом питанн,0,11
що зроб батьк кол йог дитин забрал йом жопк поч розбив планк,1,12
нікол не звикн що фреймут теж чит мі інст незмішуватироботуіособист,0,10
ал я лох забув вдом навушник том я ніч з цьог зараз не подивл,1,14
всі діт діт тільк одн наст лох сидит і робит домашк бо відітіл ї треб хорош оцінк,1,17
попал під злив біл франк значит і цитув треб йог,0,10
хвор лох справжн друз підтримают,1,5
кол ходил на пив післ пар тепер з ціє друг змінн треб ходит перед ним,0,15
хотіл щоб пизд тво в росі а не тут,1,9
що робит вєб якщ забув сво ключ повинен просит дозвол батьк,1,11
думаєт як частин люмпен що користуєт пільг субсиді на оплат за спожит газ вчор виклал у соцмереж фоточк де гор ус камфоркигнєвн тріад що я дєск плач за газ ідіт наху питанн риторичн,1,33
о мен перечит ус що я сам кілограм зміт з полиц книгарень…,0,12
до реч я з цим вже змирил ал не зна в як сторон змінюв,0,14
кустуриц мудак,1,2
у мен в колег зп по кільк к євр тільк том що вон француз,0,14
ахуєтєльн так батьк палит сво дочк бо плакал що не ма,1,11
чом дос нем служб похворієм,0,5
оо а взагал вчорашн ден поч з відвідин квартир моє мрі,0,11
що за блядс потрібн мат тог щоб заробит грош гарн пам,1,11
якщ тві нагівнокод не працю то прост не дуж нагівн,1,10
на бздилин людин мал два пальц щоб добр діст до портмонет,1,11
а в оон відреагув на викраденн їхн посланц,0,8
он племінник з 2 рок свог не бач а отримув паспорт треб коп паспорт татк то сказ то ж ми розлучен уйобок,1,22
абман но астан спів і ухахатуєт,0,6
сосут маленьк підор © я комар,0,6
якщ це шутк старш буш і ближч до смерт то я угарнув якщ ні то йди наху,1,17
що так офігвінн спосіб провест свят прийт на ньог пян і зробит офіг,1,13
нє ну ріл ха нігт постриж мудак і рук пом,1,10
що зробит якщ тво мордаліц занадт велик прост поділ на дві частин,1,12
спим завтр буд пекл і темн кол під оч,0,9
прост істин якщ людин уйобок лишит ним назавжд,1,8
нє жител иорданск долин тут ні до,0,7
а знаєш хочет допомогт ал це ід наху,1,8
ал це не провок питан ні це виклик тваринн захват і ще більш ентузіазм фан михуїла–ідіт наху гупі з гівн мозк,1,21
ну чувак не проходьт повз ріл кульн істор,0,8
євромайдан сьогодн ми не обираєм лідер хочем досягт мет с,0,10
заход в гівнин і знайд сво майбутн,1,7
піш наху уйобок,1,3
мо робот не поїд на конкурс не судьб,0,8
ус відміняєт мен запалил ан праст,0,6
що за похуїстк там пригорнул у це бар вон не знают що так пристойніст,1,14
сукаааа прост пак блят адьй арівідерч бон вуаяж до побаченн іт вос найм ту сі ю фак оф і йдіт наху,1,21
я стік не жил наш театральн едік кур,0,8
якщ лашесрач то люд зараз на великодн в києв а не дом заморожен,1,13
що робит главсрач на свят пиш посланн до батьк їхн друз щоб запросит до своє вечірк,1,16
дочит хенк муд так мудак ал до чортик позитивн мудак,1,10
вотзефак приїх до своїх приятел і сказ що не зробил я одн буд кращ,1,14
похарил мен заданн як мен не зрозуміл це тво мудріст,1,10
абосцан глуп що йог даж в продаж не брал,1,9
ми зараз дивим скандал і последн настоящ мужчин,0,8
ну звісн не зайшл вод ж ще холоднюч,0,8
скайп не корист робот вся в слац,0,7
ал справд як йобнут,1,4
підарас то ког в мен тебн поган новин,1,8
вишив за ноч кол вже спит,0,6
я так розум відставк соболєв це прикритт прийнятт закон куу українськ,0,11
глянул щойн фільм прихован крас прям дуж радж,0,8
чом ніхуяшеньк так дорог щоб заманит багатьох люд до ваш банківськ рахунк,1,12
знаєт хто найбільш схильн до бомжуванн філолог,0,7
заїбваш баб в кінотеатр,1,4
не всі ж хлопц так сам втомлюют і сумуют так сам мают прав хотіт на ручк,0,16
оп кіш а там випадков чувак з кличк ворон не ма,0,11
інкол я дум а мож стат алкоголік так буд чим займ с аліс,0,13
сам у мен сон на яв як останн час кол і засин то як поверхов,0,15
що робит жінк кол відпіздит свог чоловік заплатит алімент,1,9
хто зна можн видалит людин з груп в фб,0,9
ну тако що хотіл себ виправд но не вийшл,0,9
а ну тод то туп дум там і так і так можн,0,12
знаєт то анігдот я вибач ал капаєт на мен розпечен заліз,0,11
ал щоб з цим змирит треб смиренн аа сложн,0,9
как ет па руск ее поху аб лохпідар,1,8
дуж хочет з вам деч поділит ал пок не буд,0,10
мам виїхал на ден з подруг,0,6
буцімт дівчат мают народжув діт с запискиректор,0,7
дівчинкамудак був і так,1,4
припіздок погуляв з друг то йог дівчин почал плак,1,9
ахуєнчік найкращ спосіб привест до виток своїх предк це подивит на зображенн родич,1,13
мудак паркуєт такщ блок і не лиш інш місц щоб залишит автомобіл,1,12
знайшл мужик смоктал йом за бабл так нє подивіт працюв пішл їбанут,1,12
ахуєвшш люд відчувают себ так добр бо вон не мают мозк,1,11
авхзахвзх ар треб створит варіант мо уявн друз,0,8
у мен чорнушн відповід на це питанн,0,7
дівчат ахрінєнн по матер,1,4
їб хочеш я участ у цьом брат не збир сьогодн,1,10
обйобк мают дуж поган пам бо вон забувают сво запальн питанн,1,11
що робит дрочен кол йог поліцейськ затрим дрочит по закон,1,10
жінк в нас так добр розуміют знают допомогт в непрост ситуаці,0,11
йоптед прост просит прощенн за що не мож напис кращ жарт,1,11
я не розрізняющ мен сниться що відбуваєт насправд,0,8
кол як підарас псу тоб гарн настр був в теб ну дуж рідк дістава ніж і штрика сук всюд де бачиш,1,21
що найчастіш робит мудобляцтв викид пацан з бар,1,8
охренел дум що можн щаслив без грош,1,7
шо зна бо я не в курс а за спин говорит не гарн,0,13
не хвилю можеш впізн будьяк чоловік ал всі вон впізнают теб за дур,1,13
поїхал здал в універ що мал за годин час і вільн ціл ден йти присід,0,15
йобнут вечір шо соб не уявляєт,1,6
бабус тво добр слов принос щаст,0,6
у мен як пригод в ірпінськ маршрутк як пян мудак чіпляв до дівчин в маршрутц що сиділ поруч мен,1,19
шо то вкидуванн ясн чітк принизлив,0,6
в будьяк випадк слуха госпел і спірічуелз,0,7
ну так я забув мав на уваз південн каліфорн,0,9
а ще в одн практикант прізвищ красавц хи,0,8
у мен джин з соб хильн пот ніхт не бачит,0,10
отбликаєш хамелеон всі тво друз сказ що дурн,1,8
радієш що не йдеш в школ в субот йдеш до репетитор на 9 лох,1,14
афігєєт прост прийш до дом і йог чоловік запит де а відпов на прац так що всі хорош дівчат працюют а плох прост афігєєт,1,24
прикалуют мужик як трахают з всім підряд а пот ще дівчат шлюх обзивают чувак шлюх тут,1,16
абуєнн людин ма пристрасн до ал найкращ до своє кредитн картк,1,11
розкачуют нас і ці замінуванн метр а фон загальн картин тривожн,0,11
кращ на арт ха ідут аб під буд як помийк тип тванал,0,12
о а між інш мил аг а між інш мудак,1,10
там ще то блондін хз йог цікав де ніб головн,0,10
мен потрібн що тип я працююгар тяжк заробля на то грьобан відпочинок на ті 4 дні а це лох в вр протир штан,1,23
і час дівчинк зрозумієш наскільк тві кохан котик мудак,1,9
аудитор зацікавлен люд можлив потенційн клієнт,0,6
якщ завтр буд дощ то чмо і підр де в біс звязок йог нем я прост теб ненавидж,1,18
що діл понапиздякув людин якщ забув платит за квартир залишаєт там безкоштовн,1,12
що зробит кол курвжандарм прийшл несподобан бажанн відправит у джунгл,1,10
це пиздючк прост пригодил тог щоб зробит це прост неможлив,1,10
засрал дівчин до доктор а доктор ї каж що стал а дівчин відповід я так засрал що забул сво ім,1,20
зроб пиздецьц вибач за що мен нем,1,7
ол радиш не інтерв ‘ ю журналіст як пропонуют варіант,0,10
бачиш цю дівчин так заєбл що баб не змож вирішит проблем,1,11
ахуєнчик помер через що йом занадт гарн у житт,1,9
тог що лох прост,1,4
аххах мен подобаєт ця фраз бо це дійсн ге і підар сумісн якщ розумієт шо я,1,16
підор тоб до прагнут що ж лох з трьом всього78,1,10
а на сюжет завідуюч дитсадк я взагал валяв під стол,0,10
хм цікав на смак акрил я пробувал тако чєсн гуаш кращ зрозм,0,12
що найкращ в цьом міст ніч прост мухосранськ,1,8
ну приблизн на 70 так підар,1,6
я буд ніжн а не шука всюд как в сво адрес ет жостк бізнес,0,14
хто пуст по школ слух що я бі… чувак ну даєт настр мен піднял,0,14
що ахуєзн в том що правительств продал всі наш країнн ресур ніч а ахуєзн,1,14
не в тім печал не в тім печал що нач постріл пролунал прощааа,0,13
пю кефірчик і вар гречк до зожніц ще далек,0,9
льош прост не дотягуєш до рівн жарт ріст не то,0,10
то мен більш пощастил я не перепис текст,0,8
що ма з жопц у то хто приходит перш то йог забир,1,12
чом педосівск дівчат не можут знайт соб пар оскільк вон занадт гарн вон залишают партнер на друг місц,1,18
заход до бляхойоб і забуд сво честолюбств,1,7
кастюмчік в кріс рок кльов мен лайк,0,7
якщ не знаєш що так зайобіст то прост дурен,1,9
ан де в черніг їст шопінгув кавачаюв діліт норм місц укртв,0,11
якщ не мразот успіх то не маєш шанс досягт ніч в житт,1,12
мож довг сьогодн спат прокид в 7 ранк їб я лох,1,11
поперш підар а подруг то дівчин,1,6
валяєм в тіньочк у львов на див спекотн,0,8
сподіваєт люд лайкайт довед до ненормальн віршик,0,7
жінк част вибирают екскурсі в пошук нов вражен,0,8
серц відірвал порад ці гурт а ког сам нин слухаєш,0,10
логік йди наху,1,3
1507 6355 смішн коментар закінчил,0,5
вованад забороня мен чит статт майдан,0,6
що неєбьот так дивн це кол приходит до дівчат до вечер а до друз до ранк,1,16
в україн чаклунк в росі маліфісент,0,6
тільк зажил збит колінаяк я умудрил розбит одн знов шозажизн,0,10
ну мен це бісит бо мен ніхт не ціл,0,9
вол не лох лох абонент пробашт,1,6
народженн пофігістичн дівчинк це причин чом батьк запитуют паспорт дитин,1,10
що жмот при банк в пятниц зарплат,1,7
що діл збсбенд кол йде до дівчат прост залиш без поведінк,1,11
йопсіл хлопчик з блакитн оч найкращ спосіб підігр на расов тем,1,11
що буд якщ вїбіт пошкодит прост помер,1,7
неїбуч дівчин постійн намагал зробит добр ал пропадал у неїбуч пустот,1,11
я 162 незвичн з цим плюс сантиметр,0,7
поводиш до люд до мебл гнобиш щир дивуєш теб ненавид брав неперевершен мудак,1,13
усмішк жінк розповсюдж позитивн емоці навкол себ,0,7
хоч 18 травн і марш вишиванок в мен ж тепер вишиванк,0,11
поставил знайом у ігнор на сторіз лол,0,7
яник восен змож відвід матч лч рост нес аякс 40 за 15 хв до “ о всьо “,0,18
сказал я соб в 16 а пот в 21 послал до біс і почал надолужув,0,15
в школ хоч вчител на мен уваг звертают,0,8
я розмовля суржик знущаєш надт літературн наш діалог і не правдоподобн,0,11
потрібен стабільн прибуток а не вотетівот халтурк,0,7
обожедоповзл дод медовух полюб зайв,0,5
охуїют що жінк не вміют працюв на рівн з мужчин,1,10
сподів там де зірочк погоджуєш з таксист,0,7
ох подумал ловц у жит здаєт їм потрібен,0,8
джигар придум тост нескаж цензур в твітор не пропускаєт,0,9
якщ перерахуєш сво грош знайдеш що тво крас не мож куплен,1,11
що робит заяб кол йог подружж бєт дивит з бок і заябів,1,12
тод підп свічк зроб кака і подив фоточк,0,8
люд туп примітивн виродк як мают вимерт,0,7
то момент кол всі пішл з робот а продовжуєш робит през,0,11
тактак я знов з вам привіт люб мо мичекаємоналес,0,9
що залишаєт в кімнат кол вийоб з не ніщ бо залишаєт безрозумн,1,12
